date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
2021-03-31,"Fidelity National Information Services",FIS,0,-467000000,-373000000,997000000,1105000000,108000000,108000000,-74000000,-97000000,3223000000,3115000000,2118000000,-575000000,-370000000,-373000000
2020-12-31,"Fidelity National Information Services",FIS,0,105000000,104000000,661000000,1206000000,545000000,545000000,-87000000,2000000,3316000000,2771000000,2110000000,-440000000,103000000,104000000
2020-09-30,"Fidelity National Information Services",FIS,0,143000000,20000000,667000000,1093000000,426000000,426000000,-84000000,121000000,3197000000,2771000000,2104000000,-283000000,22000000,20000000
2021-06-30,"Fifth Third Bancorp",FITB,0,911000000,709000000,861000000,2066000000,0,915000000,0,202000000,2066000000,1151000000,0,-4000000,709000000,673000000
2021-03-31,"Fifth Third Bancorp",FITB,0,883000000,694000000,935000000,2125000000,0,910000000,0,189000000,2125000000,1215000000,0,-27000000,694000000,672000000
2020-12-31,"Fifth Third Bancorp",FITB,0,746000000,604000000,926000000,1991000000,0,757000000,0,142000000,1991000000,1234000000,0,-11000000,604000000,566000000
2020-09-30,"Fifth Third Bancorp",FITB,0,746000000,581000000,871000000,1918000000,0,758000000,0,165000000,1918000000,1160000000,0,-12000000,581000000,560000000
2021-06-30,"First Republic Bank",FRC,0,451565000,373106000,676044000,1214330000,0,470188000,0,78459000,1214330000,744142000,0,-18623000,373106000,349451000
2021-03-31,"First Republic Bank",FRC,0,428845000,334833000,638356000,1149241000,0,445470000,0,94012000,1149241000,703771000,0,-16625000,334833000,316308000
2020-12-31,"First Republic Bank",FRC,0,379255000,295560000,583502000,1045299000,0,417705000,0,83695000,1045299000,627594000,0,-38450000,295560000,279488000
2020-09-30,"First Republic Bank",FRC,0,364515000,293137000,532071000,972725000,0,375518000,0,71378000,972725000,597207000,0,-11003000,293137000,278321000
2021-03-31,FirstEnergy,FE,0,422000000,335000000,-117000000,1798000000,567000000,567000000,-279000000,87000000,2726000000,2159000000,928000000,-145000000,335000000,335000000
2020-12-31,FirstEnergy,FE,0,216000000,242000000,-235000000,1843000000,689000000,689000000,-266000000,4000000,2354000000,1665000000,511000000,-473000000,212000000,242000000
2020-09-30,FirstEnergy,FE,0,576000000,454000000,-235000000,2246000000,721000000,721000000,-258000000,116000000,3022000000,2301000000,776000000,-145000000,460000000,454000000
2020-06-30,FirstEnergy,FE,0,373000000,309000000,-235000000,1819000000,515000000,515000000,-257000000,66000000,2522000000,2007000000,703000000,-142000000,307000000,309000000
2021-06-30,Fiserv,FISV,0,512000000,269000000,1440000000,2084000000,644000000,644000000,-176000000,228000000,4051000000,3407000000,1967000000,-132000000,284000000,269000000
2021-03-31,Fiserv,FISV,0,336000000,304000000,1367000000,1848000000,481000000,481000000,-177000000,18000000,3755000000,3274000000,1907000000,-145000000,318000000,304000000
2020-12-31,Fiserv,FISV,0,333000000,300000000,1379000000,1978000000,599000000,599000000,-175000000,20000000,3832000000,3233000000,1854000000,-266000000,313000000,300000000
2020-09-30,Fiserv,FISV,0,400000000,264000000,1408000000,1953000000,545000000,545000000,-176000000,124000000,3786000000,3241000000,1833000000,-145000000,276000000,264000000
2021-06-30,Fleetcor,FLT,0,262519000,196247000,178233000,545087000,297612000,297612000,-34685000,66272000,667381000,369769000,122294000,-35093000,196247000,196247000
2021-03-31,Fleetcor,FLT,0,235680000,184239000,160444000,492195000,265965000,265965000,-28551000,51441000,608623000,342658000,116428000,-30285000,184239000,184239000
2020-12-31,Fleetcor,FLT,0,263188000,209851000,138698000,495819000,294233000,294233000,-30329000,53337000,617333000,323100000,121514000,-31045000,209851000,209851000
2020-09-30,Fleetcor,FLT,0,235410000,188817000,137630000,465427000,264532000,264532000,-31383000,46593000,585283000,320751000,119856000,-29122000,188817000,188817000
2021-06-30,"FMC Corporation",FMC,65900000,251200000,202900000,161000000,531800000,299100000,299100000,-32600000,33400000,1242000000,942900000,710200000,-47900000,217800000,202400000
2021-03-31,"FMC Corporation",FMC,74000000,223500000,182600000,174100000,512400000,264300000,264300000,-32400000,32200000,1195600000,931300000,683200000,-40800000,191300000,182200000
2020-12-31,"FMC Corporation",FMC,84600000,107500000,49500000,168700000,501400000,248600000,248600000,-34300000,68600000,1152200000,903600000,650800000,-141100000,38900000,49400000
2020-09-30,"FMC Corporation",FMC,71700000,148900000,111400000,173300000,466400000,221300000,221300000,-35500000,18400000,1084600000,863300000,618200000,-72400000,130500000,111100000
2021-06-30,Ford,F,0,735000000,561000000,1856000000,2864000000,1008000000,1008000000,-453000000,182000000,26752000000,25744000000,23888000000,-273000000,553000000,561000000
2021-06-30,Fortinet,FTNT,106600000,145000000,137500000,361300000,614200000,146300000,146300000,-4500000,7500000,801100000,654800000,186900000,-1300000,137500000,137500000
2021-03-31,Fortinet,FTNT,97200000,119400000,107200000,336000000,553700000,120500000,120500000,-200000,12200000,710300000,589800000,156600000,-1100000,107200000,107200000
2020-12-31,Fortinet,FTNT,89000000,171700000,146700000,323800000,581000000,168200000,168200000,-200000,25000000,748000000,579800000,167000000,3500000,146700000,146700000
2020-09-30,Fortinet,FTNT,90000000,128400000,123400000,296100000,511900000,125800000,125800000,-200000,5000000,651100000,525300000,139200000,2600000,123400000,123400000
2021-07-02,Fortive,FTV,87800000,207500000,180900000,457100000,755500000,210600000,210600000,-25200000,25500000,1319700000,1109100000,564200000,-3100000,182000000,163700000
2021-04-02,Fortive,FTV,86200000,118700000,110200000,428900000,711900000,196800000,196800000,-27700000,7000000,1259200000,1062400000,547300000,-78100000,111700000,92900000
2020-12-31,Fortive,FTV,-10300000,1018000000,1215600000,23600000,-56800000,-70100000,-70100000,-17800000,-35800000,-552600000,-482500000,-495800000,1088100000,1053800000,1198400000
2020-09-25,Fortive,FTV,110700000,265100000,225800000,563100000,983400000,309600000,309600000,-43900000,39300000,1902300000,1592700000,918900000,-44500000,225800000,208500000
2021-06-30,"Fortune Brands Home & Security",FBHS,0,275000000,217200000,394600000,705800000,295200000,295200000,-21200000,57800000,1936100000,1640900000,1230300000,-20200000,217200000,217200000
2021-03-31,"Fortune Brands Home & Security",FBHS,0,223700000,177800000,371500000,647400000,259300000,259300000,-21400000,45900000,1771000000,1511700000,1123600000,-35600000,177800000,177800000
2020-12-31,"Fortune Brands Home & Security",FBHS,0,210700000,163600000,363200000,618100000,244000000,244000000,-19500000,47100000,1659700000,1415700000,1041600000,-33300000,163600000,163600000
2020-09-30,"Fortune Brands Home & Security",FBHS,0,219800000,164600000,327800000,580600000,242300000,242300000,-20100000,54000000,1652100000,1409800000,1071500000,-22500000,165800000,164600000
2021-06-30,"Fox Corporation (Class A)",FOXA,0,357000000,253000000,540000000,1252000000,628000000,628000000,-99000000,85000000,2890000000,2262000000,1638000000,-271000000,272000000,253000000
2021-03-31,"Fox Corporation (Class A)",FOXA,0,778000000,567000000,437000000,1330000000,815000000,815000000,-98000000,196000000,3215000000,2400000000,1885000000,-37000000,582000000,567000000
2020-12-31,"Fox Corporation (Class A)",FOXA,0,304000000,224000000,442000000,741000000,229000000,229000000,-99000000,74000000,4087000000,3858000000,3346000000,75000000,230000000,224000000
2020-09-30,"Fox Corporation (Class A)",FOXA,0,1479000000,1106000000,388000000,1549000000,1093000000,1093000000,-99000000,362000000,2717000000,1624000000,1168000000,386000000,1117000000,1106000000
2021-06-30,"Fox Corporation (Class B)",FOX,0,357000000,253000000,540000000,1252000000,628000000,628000000,-99000000,85000000,2890000000,2262000000,1638000000,-271000000,272000000,253000000
2021-03-31,"Fox Corporation (Class B)",FOX,0,778000000,567000000,437000000,1330000000,815000000,815000000,-98000000,196000000,3215000000,2400000000,1885000000,-37000000,582000000,567000000
2020-12-31,"Fox Corporation (Class B)",FOX,0,304000000,224000000,442000000,741000000,229000000,229000000,-99000000,74000000,4087000000,3858000000,3346000000,75000000,230000000,224000000
2020-09-30,"Fox Corporation (Class B)",FOX,0,1479000000,1106000000,388000000,1549000000,1093000000,1093000000,-99000000,362000000,2717000000,1624000000,1168000000,386000000,1117000000,1106000000
2021-06-30,"Franklin Resources",BEN,0,555400000,438400000,334400000,913500000,521100000,521100000,-25700000,83800000,2172900000,1651800000,1259400000,34300000,471600000,419000000
2021-03-31,"Franklin Resources",BEN,0,613500000,381800000,288200000,859500000,513400000,513400000,-15900000,128100000,2076500000,1563100000,1217000000,100100000,485400000,364900000
2020-12-31,"Franklin Resources",BEN,0,537300000,345300000,284900000,830000000,486900000,486900000,-29700000,142500000,1995100000,1508200000,1165100000,50400000,394800000,330700000
2020-09-30,"Franklin Resources",BEN,0,199600000,78900000,231900000,679000000,409800000,409800000,-15700000,73100000,1627400000,1217600000,948400000,-210200000,126500000,63600000
2021-06-30,Freeport-McMoRan,FCX,0,1934000000,1083000000,87000000,2750000000,2133000000,2133000000,-148000000,603000000,5748000000,3615000000,2998000000,-199000000,1331000000,1079000000
2021-03-31,Freeport-McMoRan,FCX,0,1396000000,718000000,100000000,2063000000,1532000000,1532000000,-145000000,443000000,4850000000,3318000000,2787000000,-136000000,953000000,718000000
2020-12-31,Freeport-McMoRan,FCX,0,1469000000,708000000,117000000,1864000000,1335000000,1335000000,-201000000,611000000,4495000000,3160000000,2631000000,134000000,858000000,708000000
2020-09-30,Freeport-McMoRan,FCX,0,729000000,329000000,72000000,1407000000,916000000,916000000,-120000000,297000000,3851000000,2935000000,2444000000,-187000000,432000000,326000000
2021-07-31,Gap,GPS,0,359000000,258000000,1398000000,1823000000,425000000,425000000,-51000000,101000000,4211000000,3786000000,2388000000,-66000000,258000000,258000000
2021-05-01,Gap,GPS,0,187000000,166000000,1329000000,1630000000,301000000,301000000,-54000000,21000000,3991000000,3690000000,2361000000,-114000000,166000000,166000000
2020-10-31,Gap,GPS,46000000,121000000,95000000,1449000000,1620000000,171000000,171000000,-55000000,26000000,3994000000,3823000000,2374000000,-50000000,95000000,95000000
2021-06-26,Garmin,GRMN,200981000,372059000,316997000,208698000,780851000,371172000,371172000,0,55062000,1326905000,955733000,546054000,887000,316997000,316997000
2021-03-27,Garmin,GRMN,203214000,250514000,220029000,188683000,641556000,249659000,249659000,0,30485000,1072327000,822668000,430771000,855000,220029000,220029000
2020-12-26,Garmin,GRMN,199672000,391466000,333548000,220045000,790984000,371267000,371267000,0,57918000,1351405000,980138000,560421000,20199000,333548000,333548000
2020-09-26,Garmin,GRMN,174882000,336717000,313417000,176000000,667983000,317101000,317101000,0,23300000,1109194000,792093000,441211000,19616000,313417000,313417000
2021-06-30,Gartner,IT,0,379187000,271236000,488496000,816517000,276016000,276016000,-31390000,107951000,1167319000,891303000,350802000,103171000,271236000,271236000
2021-03-31,Gartner,IT,0,214753000,164100000,480755000,769571000,232552000,232552000,-10349000,50653000,1104038000,871486000,334467000,-17799000,164100000,164100000
2020-12-31,Gartner,IT,0,156155000,119607000,523375000,761331000,181575000,181575000,-18154000,36548000,1112759000,931184000,351428000,-25420000,119607000,119607000
2020-09-30,Gartner,IT,0,14167000,16964000,522708000,664851000,88172000,88172000,-30538000,-2797000,994618000,906446000,329767000,-74005000,16964000,16964000
2021-03-31,"Generac Holdings",GNRC,22388000,185313000,148993000,101323000,321814000,189124000,189124000,-7723000,35368000,807434000,618310000,485620000,-3811000,149945000,149116000
2020-12-31,"Generac Holdings",GNRC,21489000,163986000,125001000,98719000,299902000,170754000,170754000,-7910000,39006000,761082000,590328000,461180000,-6768000,124980000,126035000
2020-09-30,"Generac Holdings",GNRC,20658000,147285000,114970000,91962000,276149000,155637000,155637000,-8096000,32050000,701355000,545718000,425206000,-8352000,115235000,115781000
2020-06-30,"Generac Holdings",GNRC,19455000,82065000,66145000,92308000,215301000,95871000,95871000,-7932000,18473000,546848000,450977000,331547000,-13806000,63592000,64575000
2021-07-04,"General Dynamics",GD,0,881000000,737000000,475000000,1515000000,1040000000,1040000000,-109000000,144000000,9220000000,8180000000,7705000000,-159000000,737000000,737000000
2021-04-04,"General Dynamics",GD,0,845000000,708000000,502000000,1497000000,995000000,995000000,-123000000,137000000,9389000000,8394000000,7892000000,-150000000,708000000,708000000
2020-12-31,"General Dynamics",GD,0,1185000000,1002000000,614000000,1850000000,1236000000,1236000000,-132000000,183000000,10481000000,9245000000,8631000000,-51000000,1002000000,1002000000
2020-09-27,"General Dynamics",GD,0,978000000,834000000,480000000,1595000000,1115000000,1115000000,-118000000,144000000,9431000000,8316000000,7836000000,-137000000,834000000,834000000
2021-05-30,"General Mills",GIS,0,506800000,416800000,789700000,1583500000,793800000,793800000,-110000000,106900000,4523600000,3729800000,2940100000,-287000000,399900000,416800000
2021-02-28,"General Mills",GIS,0,765800000,595700000,682900000,1554600000,871700000,871700000,-106000000,162000000,4520000000,3648300000,2965400000,-105900000,603800000,595700000
2020-11-29,"General Mills",GIS,0,885300000,688400000,771200000,1721600000,950400000,950400000,-100600000,189400000,4719400000,3769000000,2997800000,-65100000,695900000,688400000
2020-08-30,"General Mills",GIS,0,817200000,638900000,702900000,1590900000,888000000,888000000,-111100000,170800000,4364000000,3476000000,2773100000,-70800000,646400000,638900000
2021-06-30,"Genuine Parts",GPC,0,269607000,196496000,1263673000,1689105000,346435000,346435000,-16107000,73111000,4783738000,4437303000,3094633000,-76828000,196496000,196496000
2021-03-31,"Genuine Parts",GPC,0,285859000,217710000,1186966000,1540815000,276644000,276644000,-19062000,68149000,4464714000,4188070000,2923899000,9215000,217710000,217710000
2020-12-31,"Genuine Parts",GPC,0,225546000,171204000,1121115000,1448110000,257112000,257112000,-21495000,53914000,4251594000,3994482000,2803484000,-31566000,171632000,171204000
2020-09-30,"Genuine Parts",GPC,0,297665000,227531000,1133851000,1528066000,319485000,319485000,-25788000,64747000,4370086000,4050601000,2842020000,-21820000,232918000,227531000
2021-06-30,"Global Payments",GPN,0,327621000,263590000,760269000,1201127000,440858000,440858000,-79000000,60808000,2137437000,1696579000,936310000,-113237000,266813000,263590000
2021-03-31,"Global Payments",GPN,0,219085000,196681000,697702000,1064761000,367059000,367059000,-81200000,20675000,1990007000,1622948000,925246000,-147974000,198410000,196681000
2020-12-31,"Global Payments",GPN,0,202798000,182644000,738516000,1046598000,308082000,308082000,-82500000,17980000,1930193000,1622111000,883595000,-105284000,184818000,182644000
2020-09-30,"Global Payments",GPN,0,273064000,220971000,660775000,1016894000,356119000,356119000,-82100000,42834000,1917815000,1561696000,900921000,-83055000,230230000,220971000
2021-06-30,"Globe Life",GL,0,245243000,199618000,0,346167000,267012000,267012000,-21769000,45625000,1271111000,1004099000,924944000,-21769000,199618000,199618000
2021-03-31,"Globe Life",GL,0,218794000,178517000,0,321182000,244800000,244800000,-21178000,40277000,1266560000,1021760000,945378000,-26006000,178517000,178517000
2020-12-31,"Globe Life",GL,0,249984000,204240000,9800000,345738000,271393000,271393000,-21409000,45744000,1228941000,957548000,883203000,-21409000,204240000,204240000
